OrderID,Date,City,Category,Product,Quantity,Price
103,11/6/2024,Kolkata,Clothing,T-Shirt,5,1043
104,17-06-2024,Mumbai,Groceries,Rice,8,449
105,8/3/2024,Bangalore,Electronics,Laptop,1,90928
106,3/10/2024,Kolkata,Electronics,Laptop,1,80428
107,14-05-2024,Chennai,Electronics,Phone,2,38953
108,7/5/2024,Chennai,Electronics,Phone,1,72028
109,22-01-2024,Delhi,Clothing,Jacket,8,5257
110,7/2/2024,Delhi,Clothing,Jacket,5,2669
111,20-02-2024,Kolkata,Electronics,Phone,1,30028
112,27-01-2024,Mumbai,Groceries,Rice,12,399
113,6/4/2024,Kolkata,Clothing,Jacket,5,3519
114,12/11/2024,Chennai,Clothing,Jeans,8,3298
115,4/1/2024,Bangalore,Clothing,Jeans,7,3206
116,17-01-2024,Delhi,Electronics,Headphones,3,3203
117,6/6/2024,Bangalore,Groceries,Milk,10,75
118,6/1/2024,Chennai,Electronics,Headphones,3,5971
119,6/10/2024,Delhi,Groceries,Bread,11,48
120,29-06-2024,Kolkata,Electronics,Headphones,2,5962
121,6/7/2024,Bangalore,Electronics,Phone,1,39478
122,9/7/2024,Kolkata,Groceries,Bread,10,46
123,9/6/2024,Delhi,Clothing,T-Shirt,8,848
124,7/5/2024,Kolkata,Clothing,Jacket,7,2632
125,10/8/2024,Kolkata,Clothing,T-Shirt,7,1442
126,18-11-2024,Chennai,Clothing,Jacket,6,5541
127,6/10/2024,Chennai,Electronics,Headphones,2,1725
128,7/12/2024,Kolkata,Electronics,Phone,1,63103
129,6/5/2024,Chennai,Groceries,Bread,8,36
130,29-09-2024,Chennai,Electronics,Laptop,1,54703
131,24-06-2024,Delhi,Clothing,Jeans,5,1625
132,26-01-2024,Bangalore,Electronics,Laptop,2,89353
133,13-01-2024,Delhi,Clothing,Jacket,5,2809
134,8/11/2024,Mumbai,Clothing,Jacket,5,4957
135,20-01-2024,Bangalore,Clothing,Jacket,8,2019
136,21-05-2024,Chennai,Electronics,Phone,2,38428
137,1/4/2024,Mumbai,Electronics,Phone,1,37903
138,7/12/2024,Kolkata,Electronics,Laptop,2,87253
139,4/7/2024,Chennai,Electronics,Phone,1,43678
140,4/5/2024,Chennai,Electronics,Phone,2,47878
141,18-06-2024,Mumbai,Groceries,Milk,10,60
142,23-02-2024,Delhi,Clothing,Jeans,6,3265
143,10/4/2024,Kolkata,Groceries,Milk,9,52
144,29-02-2024,Chennai,Groceries,Bread,12,56
145,12/4/2024,Kolkata,Electronics,Laptop,1,95653
146,30-12-2024,Delhi,Groceries,Milk,9,55
147,20-12-2024,Chennai,Electronics,Laptop,2,93028
148,3/5/2024,Mumbai,Clothing,T-Shirt,5,1498
149,26-05-2024,Kolkata,Electronics,Laptop,2,97753
150,14-11-2024,Kolkata,Electronics,Headphones,2,3238
151,27-02-2024,Chennai,Electronics,Headphones,3,3869
152,16-08-2024,Delhi,Groceries,Rice,12,349
153,13-11-2024,Delhi,Groceries,Milk,12,61
154,8/5/2024,Chennai,Electronics,Headphones,2,4683
155,1/1/2024,Chennai,Electronics,Headphones,3,2303
156,5/4/2024,Mumbai,Clothing,Jeans,6,2857
157,29-03-2024,Bangalore,Electronics,Laptop,1,47353
158,7/7/2024,Mumbai,Clothing,Jeans,7,2077
159,9/3/2024,Mumbai,Clothing,Jacket,7,5599
160,16-03-2024,Mumbai,Groceries,Rice,10,399
161,26-03-2024,Bangalore,Groceries,Milk,9,68
162,7/8/2024,Bangalore,Groceries,Rice,10,349
163,3/4/2024,Bangalore,Clothing,Jacket,5,3943
164,22-07-2024,Kolkata,Electronics,Headphones,3,5309
165,6/12/2024,Delhi,Electronics,Headphones,2,6181
166,15-10-2024,Chennai,Electronics,Phone,2,25828
167,22-12-2024,Bangalore,Groceries,Bread,10,39
168,28-06-2024,Mumbai,Groceries,Rice,10,549
169,5/4/2024,Mumbai,Groceries,Milk,11,76
170,20-11-2024,Delhi,Electronics,Laptop,1,57853
171,16-01-2024,Delhi,Groceries,Rice,8,299
172,3/9/2024,Bangalore,Groceries,Milk,8,71
173,8/6/2024,Delhi,Groceries,Bread,12,45
174,31-05-2024,Bangalore,Groceries,Rice,8,649
175,2/2/2024,Kolkata,Clothing,Jacket,5,1658
176,10/4/2024,Chennai,Groceries,Bread,10,38
177,12/2/2024,Chennai,Electronics,Phone,2,74653
178,12/1/2024,Mumbai,Clothing,Jacket,5,4472
179,9/9/2024,Mumbai,Groceries,Rice,12,499
180,4/2/2024,Chennai,Clothing,Jeans,6,1979
181,30-03-2024,Chennai,Groceries,Bread,11,36
182,24-04-2024,Mumbai,Electronics,Headphones,3,3015
183,14-07-2024,Chennai,Clothing,Jacket,8,2144
184,15-03-2024,Chennai,Groceries,Milk,12,54
185,3/10/2024,Delhi,Clothing,Jeans,5,2989
186,12/6/2024,Mumbai,Groceries,Milk,11,78
187,10/7/2024,Delhi,Groceries,Bread,10,37
188,5/2/2024,Chennai,Groceries,Rice,10,399
189,31-05-2024,Bangalore,Electronics,Laptop,1,55753
190,24-09-2024,Bangalore,Clothing,T-Shirt,6,1372
191,13-01-2024,Delhi,Electronics,Phone,1,76228
192,26-12-2024,Kolkata,Clothing,Jacket,5,2851
193,2/3/2024,Kolkata,Electronics,Laptop,1,64678
194,7/12/2024,Chennai,Groceries,Bread,9,51
195,19-01-2024,Delhi,Electronics,Phone,2,70978
196,20-08-2024,Chennai,Groceries,Milk,9,71
197,21-09-2024,Chennai,Clothing,Jeans,5,2732
198,24-07-2024,Delhi,Electronics,Laptop,1,61528
199,23-05-2024,Kolkata,Groceries,Milk,10,69
200,8/4/2024,Chennai,Clothing,Jacket,7,3146
201,22-02-2024,Kolkata,Clothing,Jeans,6,2275
202,26-02-2024,Mumbai,Electronics,Laptop,2,74128
203,29-06-2024,Delhi,Electronics,Headphones,2,4155
204,10/8/2024,Mumbai,Electronics,Laptop,1,76753
205,11/6/2024,Delhi,Clothing,Jacket,6,5738
206,22-08-2024,Kolkata,Electronics,Headphones,3,4826
207,16-03-2024,Mumbai,Groceries,Milk,11,55
208,9/9/2024,Kolkata,Groceries,Rice,11,449
209,22-06-2024,Bangalore,Groceries,Milk,8,59
210,18-06-2024,Bangalore,Groceries,Rice,12,349
211,9/10/2024,Delhi,Electronics,Headphones,2,3851
212,5/1/2024,Bangalore,Electronics,Laptop,2,48403
213,4/12/2024,Delhi,Groceries,Bread,10,53
214,16-11-2024,Chennai,Electronics,Laptop,1,84103
215,24-05-2024,Kolkata,Electronics,Headphones,3,2923
216,27-10-2024,Bangalore,Electronics,Laptop,2,86728
217,10/3/2024,Kolkata,Groceries,Milk,8,59
218,1/10/2024,Delhi,Clothing,T-Shirt,7,413
219,30-06-2024,Delhi,Groceries,Milk,11,54
220,20-07-2024,Chennai,Groceries,Bread,11,57
221,8/2/2024,Chennai,Groceries,Rice,11,299
222,21-06-2024,Delhi,Electronics,Phone,2,27928
223,7/8/2024,Bangalore,Clothing,Jeans,6,1275
224,27-05-2024,Chennai,Electronics,Laptop,1,49453
225,12/11/2024,Kolkata,Groceries,Milk,9,62
226,1/1/2024,Mumbai,Clothing,T-Shirt,8,544
227,13-12-2024,Chennai,Groceries,Milk,12,68
228,9/7/2024,Kolkata,Electronics,Phone,2,28453
229,7/11/2024,Delhi,Groceries,Rice,12,499
230,27-02-2024,Kolkata,Clothing,Jacket,7,5475
231,8/6/2024,Bangalore,Groceries,Milk,11,58
232,29-10-2024,Bangalore,Electronics,Phone,1,48928
233,31-07-2024,Chennai,Electronics,Phone,2,21103
234,16-08-2024,Delhi,Clothing,Jeans,6,3337
235,26-05-2024,Kolkata,Electronics,Laptop,2,85678
236,16-02-2024,Kolkata,Clothing,Jeans,5,2935
237,14-01-2024,Delhi,Groceries,Milk,9,59
238,1/1/2024,Delhi,Electronics,Headphones,2,5011
239,15-09-2024,Chennai,Groceries,Bread,10,60
240,12/1/2024,Mumbai,Electronics,Laptop,1,74653
241,28-09-2024,Bangalore,Clothing,Jeans,7,1778
242,4/6/2024,Chennai,Electronics,Laptop,2,53653
243,13-12-2024,Delhi,Electronics,Laptop,1,53653
244,15-05-2024,Mumbai,Clothing,Jeans,7,2764
245,7/8/2024,Delhi,Clothing,T-Shirt,6,1124
246,15-08-2024,Kolkata,Electronics,Headphones,3,4586
247,7/8/2024,Delhi,Groceries,Milk,12,65
248,15-02-2024,Chennai,Clothing,T-Shirt,7,1355
249,22-03-2024,Kolkata,Electronics,Headphones,2,1409
250,15-07-2024,Kolkata,Electronics,Laptop,1,92503
251,10/1/2024,Chennai,Electronics,Headphones,2,1790
252,29-08-2024,Kolkata,Electronics,Laptop,1,51028
253,15-10-2024,Mumbai,Clothing,Jacket,6,4797
254,25-05-2024,Kolkata,Groceries,Milk,8,75
255,4/8/2024,Delhi,Groceries,Bread,10,45
256,7/4/2024,Delhi,Electronics,Laptop,1,54178
257,6/11/2024,Delhi,Groceries,Bread,10,42
258,15-07-2024,Delhi,Groceries,Bread,10,41
259,23-12-2024,Mumbai,Electronics,Headphones,3,2579
260,23-01-2024,Chennai,Electronics,Headphones,2,5556
261,13-06-2024,Kolkata,Electronics,Phone,1,42628
262,24-05-2024,Delhi,Clothing,T-Shirt,8,686
263,20-02-2024,Delhi,Groceries,Bread,10,48
264,16-09-2024,Bangalore,Electronics,Headphones,3,2522
265,14-10-2024,Kolkata,Electronics,Headphones,2,3339
266,4/4/2024,Chennai,Electronics,Phone,1,43678
267,2/6/2024,Delhi,Electronics,Laptop,1,63628
268,27-04-2024,Mumbai,Electronics,Phone,2,70978
269,1/11/2024,Kolkata,Clothing,Jacket,6,2116
270,23-02-2024,Chennai,Groceries,Bread,9,49
271,9/8/2024,Mumbai,Electronics,Laptop,2,84103
272,21-04-2024,Bangalore,Electronics,Phone,1,19003
273,25-07-2024,Bangalore,Electronics,Phone,1,15853
274,6/3/2024,Kolkata,Electronics,Laptop,2,90928
275,12/4/2024,Mumbai,Groceries,Bread,9,52
276,13-08-2024,Delhi,Clothing,Jacket,6,1619
277,7/4/2024,Chennai,Clothing,Jacket,6,2263
278,12/12/2024,Chennai,Clothing,Jeans,8,1967
279,3/11/2024,Chennai,Electronics,Headphones,2,2374
280,30-11-2024,Bangalore,Groceries,Bread,10,48
281,3/9/2024,Bangalore,Electronics,Phone,2,45253
282,12/5/2024,Bangalore,Clothing,T-Shirt,5,1384
283,2/7/2024,Mumbai,Clothing,Jeans,7,1874
284,5/12/2024,Kolkata,Clothing,Jeans,8,2641
285,3/2/2024,Chennai,Groceries,Rice,8,299
286,5/5/2024,Bangalore,Electronics,Headphones,2,2359
287,27-08-2024,Chennai,Clothing,Jeans,8,2551
288,20-04-2024,Chennai,Groceries,Bread,11,35
289,8/1/2024,Mumbai,Clothing,T-Shirt,6,1198
290,2/7/2024,Mumbai,Clothing,T-Shirt,6,942
291,17-12-2024,Mumbai,Clothing,T-Shirt,8,1330
292,2/4/2024,Bangalore,Groceries,Bread,12,44
293,1/3/2024,Chennai,Electronics,Headphones,3,4582
294,3/10/2024,Kolkata,Clothing,Jacket,6,5485
295,18-06-2024,Chennai,Clothing,Jeans,8,1633
296,11/12/2024,Delhi,Clothing,Jeans,7,1776
297,18-03-2024,Mumbai,Groceries,Bread,11,44
298,16-02-2024,Bangalore,Groceries,Rice,9,449
299,26-08-2024,Delhi,Electronics,Laptop,1,51028
300,14-11-2024,Mumbai,Clothing,Jeans,8,3371
301,2/12/2024,Kolkata,Clothing,Jeans,7,3219
302,22-04-2024,Delhi,Groceries,Rice,12,299
303,28-06-2024,Delhi,Electronics,Phone,2,62578
304,6/5/2024,Delhi,Groceries,Bread,8,45
305,14-01-2024,Delhi,Clothing,Jacket,6,1967
306,18-03-2024,Delhi,Clothing,Jeans,6,1204
307,2/6/2024,Kolkata,Electronics,Headphones,2,5968
308,25-08-2024,Delhi,Groceries,Milk,11,67
309,30-09-2024,Delhi,Clothing,Jacket,8,5618
310,15-01-2024,Bangalore,Groceries,Bread,12,64
311,28-01-2024,Chennai,Clothing,Jeans,8,3174
312,29-09-2024,Chennai,Clothing,Jacket,6,2788
313,26-10-2024,Mumbai,Electronics,Phone,2,16378
314,30-07-2024,Chennai,Groceries,Milk,10,68
315,7/3/2024,Chennai,Groceries,Bread,9,37
316,25-05-2024,Kolkata,Electronics,Laptop,2,59428
317,3/2/2024,Bangalore,Electronics,Phone,1,16903
318,23-08-2024,Bangalore,Clothing,Jacket,6,2055
319,10/4/2024,Chennai,Clothing,Jeans,5,1962
320,8/10/2024,Bangalore,Clothing,Jeans,8,2652
321,10/11/2024,Kolkata,Electronics,Phone,2,20578
322,15-10-2024,Chennai,Groceries,Rice,8,449
323,3/10/2024,Kolkata,Electronics,Headphones,3,5923
324,21-04-2024,Delhi,Electronics,Phone,2,52603
325,26-11-2024,Chennai,Clothing,Jacket,7,1824
326,4/4/2024,Chennai,Electronics,Phone,2,54178
327,16-05-2024,Delhi,Groceries,Bread,8,37
328,31-01-2024,Delhi,Electronics,Headphones,2,4549
329,5/2/2024,Mumbai,Groceries,Bread,11,56
330,17-11-2024,Delhi,Groceries,Rice,11,549
331,4/1/2024,Kolkata,Clothing,T-Shirt,6,933
332,27-04-2024,Mumbai,Groceries,Bread,12,41
333,2/3/2024,Chennai,Groceries,Milk,9,73
334,30-11-2024,Kolkata,Groceries,Bread,9,57
335,19-11-2024,Delhi,Electronics,Phone,1,33703
336,12/8/2024,Chennai,Clothing,Jacket,6,3454
337,19-05-2024,Mumbai,Clothing,T-Shirt,8,942
338,30-03-2024,Delhi,Electronics,Laptop,2,73603
339,7/2/2024,Kolkata,Electronics,Laptop,2,55753
340,18-05-2024,Mumbai,Clothing,Jeans,8,2227
341,15-09-2024,Bangalore,Electronics,Headphones,2,4876
342,26-06-2024,Delhi,Clothing,Jacket,7,4089
343,17-09-2024,Kolkata,Groceries,Bread,8,64
344,20-06-2024,Chennai,Groceries,Rice,12,349
345,16-06-2024,Kolkata,Electronics,Laptop,1,47878
346,16-11-2024,Delhi,Groceries,Milk,12,66
347,29-09-2024,Kolkata,Groceries,Bread,8,54
348,7/2/2024,Kolkata,Clothing,Jeans,6,3305
349,3/4/2024,Chennai,Electronics,Laptop,1,53653
350,13-11-2024,Kolkata,Groceries,Milk,10,54
351,29-11-2024,Mumbai,Electronics,Laptop,2,83053
352,16-05-2024,Delhi,Groceries,Bread,11,41
353,4/2/2024,Chennai,Groceries,Bread,12,51
354,29-02-2024,Mumbai,Clothing,Jeans,6,2085
355,26-12-2024,Delhi,Clothing,T-Shirt,6,670
356,31-07-2024,Kolkata,Electronics,Laptop,1,70453
357,18-03-2024,Bangalore,Electronics,Laptop,1,51553
358,11/5/2024,Kolkata,Clothing,Jeans,5,1999
359,29-03-2024,Bangalore,Electronics,Headphones,3,4122
360,23-11-2024,Bangalore,Electronics,Phone,1,31603
361,14-01-2024,Kolkata,Clothing,T-Shirt,8,722
362,4/5/2024,Kolkata,Clothing,Jacket,7,5088
363,22-05-2024,Chennai,Groceries,Bread,10,61
364,24-05-2024,Delhi,Electronics,Laptop,2,83578
365,4/11/2024,Bangalore,Electronics,Headphones,2,3545
366,8/2/2024,Mumbai,Clothing,Jeans,5,3165
367,13-05-2024,Delhi,Electronics,Phone,2,13228
368,11/2/2024,Delhi,Clothing,Jeans,5,3270
369,18-08-2024,Bangalore,Clothing,Jeans,5,2225
370,5/6/2024,Chennai,Clothing,Jeans,5,1423
371,15-10-2024,Delhi,Groceries,Milk,9,56
372,26-03-2024,Delhi,Clothing,Jacket,5,3665
373,2/5/2024,Bangalore,Groceries,Rice,10,349
374,27-04-2024,Mumbai,Clothing,T-Shirt,5,618
375,15-05-2024,Kolkata,Clothing,T-Shirt,5,717
376,16-02-2024,Kolkata,Clothing,T-Shirt,5,956
377,21-06-2024,Chennai,Clothing,Jeans,8,2153
378,24-04-2024,Bangalore,Clothing,Jeans,6,3476
379,18-10-2024,Bangalore,Clothing,T-Shirt,7,830
380,9/10/2024,Chennai,Groceries,Milk,9,74
381,10/9/2024,Delhi,Electronics,Laptop,2,69928
382,7/2/2024,Bangalore,Groceries,Milk,8,58
383,23-01-2024,Kolkata,Electronics,Laptop,1,93028
384,28-10-2024,Kolkata,Clothing,Jacket,7,3661
385,5/8/2024,Chennai,Groceries,Rice,12,649
386,28-07-2024,Kolkata,Clothing,Jacket,8,3556
387,11/11/2024,Delhi,Electronics,Laptop,1,50503
388,21-12-2024,Mumbai,Clothing,Jeans,5,1377
389,19-10-2024,Bangalore,Groceries,Bread,12,55
390,15-04-2024,Delhi,Groceries,Rice,10,599
391,13-10-2024,Chennai,Electronics,Headphones,2,3323
392,29-01-2024,Mumbai,Electronics,Laptop,2,49978
393,23-10-2024,Mumbai,Clothing,Jacket,7,1528
394,28-10-2024,Mumbai,Clothing,Jeans,7,2365
395,11/12/2024,Kolkata,Electronics,Headphones,3,2068
396,8/11/2024,Delhi,Groceries,Rice,12,499
397,24-02-2024,Kolkata,Clothing,Jeans,8,1660
398,4/11/2024,Mumbai,Electronics,Headphones,2,4743
399,8/11/2024,Chennai,Clothing,Jeans,7,3258
400,31-08-2024,Mumbai,Electronics,Laptop,2,94603
401,15-03-2024,Bangalore,Clothing,Jacket,5,5002
402,28-07-2024,Kolkata,Groceries,Bread,8,52
403,12/12/2024,Chennai,Electronics,Laptop,1,47878
404,29-12-2024,Kolkata,Clothing,Jeans,7,1457
405,31-05-2024,Bangalore,Groceries,Bread,11,37
406,28-06-2024,Bangalore,Electronics,Laptop,2,93553
407,9/12/2024,Mumbai,Clothing,Jacket,8,2720
408,3/3/2024,Bangalore,Clothing,T-Shirt,5,472
409,2/6/2024,Bangalore,Electronics,Laptop,2,72028
410,2/12/2024,Kolkata,Electronics,Phone,1,51553
411,25-06-2024,Mumbai,Electronics,Laptop,2,84103
412,7/12/2024,Mumbai,Electronics,Headphones,2,2217
413,25-12-2024,Kolkata,Electronics,Phone,2,41578
414,13-09-2024,Delhi,Groceries,Rice,8,399
415,2/8/2024,Chennai,Electronics,Phone,2,15328
416,29-07-2024,Mumbai,Groceries,Rice,9,499
417,6/6/2024,Chennai,Groceries,Bread,10,46
418,12/10/2024,Kolkata,Electronics,Headphones,2,1286
419,19-01-2024,Chennai,Clothing,Jeans,5,2464
420,18-03-2024,Kolkata,Electronics,Headphones,2,2749
421,12/7/2024,Bangalore,Clothing,Jacket,5,3543
422,9/8/2024,Bangalore,Electronics,Laptop,1,91978
423,14-11-2024,Kolkata,Clothing,Jacket,8,2341
424,24-02-2024,Chennai,Clothing,T-Shirt,5,1123
425,22-09-2024,Kolkata,Clothing,Jacket,7,4828
426,10/6/2024,Bangalore,Clothing,T-Shirt,5,715
427,27-03-2024,Chennai,Groceries,Bread,11,64
428,26-06-2024,Chennai,Electronics,Headphones,3,2979
429,16-11-2024,Kolkata,Groceries,Bread,9,62
430,18-11-2024,Mumbai,Groceries,Milk,9,57
431,11/9/2024,Kolkata,Clothing,Jacket,5,2949
432,23-02-2024,Chennai,Groceries,Milk,8,65
433,16-08-2024,Chennai,Clothing,Jacket,6,1702
434,20-09-2024,Delhi,Clothing,Jeans,5,1733
435,28-03-2024,Mumbai,Groceries,Rice,9,549
436,29-04-2024,Chennai,Clothing,Jeans,8,2685
437,13-06-2024,Kolkata,Electronics,Laptop,2,91978
438,7/1/2024,Mumbai,Clothing,Jacket,8,3531
439,9/6/2024,Bangalore,Groceries,Rice,8,499
440,26-05-2024,Kolkata,Electronics,Phone,2,23203
441,5/2/2024,Delhi,Groceries,Bread,11,60
442,2/1/2024,Kolkata,Groceries,Milk,10,74
443,21-08-2024,Bangalore,Electronics,Phone,2,19528
444,13-07-2024,Bangalore,Groceries,Milk,12,64
445,20-01-2024,Mumbai,Groceries,Rice,11,299
446,12/9/2024,Delhi,Groceries,Rice,10,649
447,7/12/2024,Delhi,Groceries,Rice,9,449
448,20-07-2024,Kolkata,Clothing,Jacket,8,3133
449,28-02-2024,Mumbai,Groceries,Rice,12,649
450,11/8/2024,Delhi,Electronics,Headphones,3,3951
451,24-04-2024,Delhi,Clothing,Jeans,7,2249
452,9/1/2024,Bangalore,Groceries,Milk,10,78
453,24-08-2024,Chennai,Clothing,Jacket,7,3363
454,19-07-2024,Chennai,Groceries,Rice,8,449
455,22-08-2024,Delhi,Clothing,Jacket,7,1692
456,2/6/2024,Bangalore,Clothing,Jacket,8,3081
457,18-04-2024,Mumbai,Electronics,Phone,1,39478
458,19-10-2024,Bangalore,Electronics,Headphones,3,3767
459,6/12/2024,Bangalore,Groceries,Rice,8,499
460,3/2/2024,Chennai,Groceries,Milk,12,54
461,27-03-2024,Chennai,Electronics,Headphones,3,3344
462,27-01-2024,Delhi,Electronics,Phone,1,35803
463,6/8/2024,Mumbai,Electronics,Headphones,2,5325
464,24-09-2024,Kolkata,Electronics,Headphones,2,4381
465,21-06-2024,Chennai,Groceries,Milk,9,73
466,8/7/2024,Chennai,Groceries,Milk,8,78
467,4/3/2024,Kolkata,Clothing,Jacket,6,5891
468,5/11/2024,Delhi,Groceries,Rice,11,549
469,2/11/2024,Mumbai,Electronics,Phone,1,75703
470,8/10/2024,Chennai,Groceries,Milk,9,52
471,23-09-2024,Mumbai,Groceries,Bread,12,38
472,12/6/2024,Kolkata,Clothing,Jacket,8,3638
473,21-10-2024,Chennai,Groceries,Milk,12,57
474,5/11/2024,Bangalore,Electronics,Laptop,2,86203
475,20-04-2024,Kolkata,Clothing,Jeans,6,2086
476,9/3/2024,Bangalore,Groceries,Bread,12,36
477,5/2/2024,Bangalore,Groceries,Bread,8,38
478,31-08-2024,Delhi,Groceries,Milk,10,71
479,30-12-2024,Bangalore,Electronics,Headphones,2,4680
480,19-07-2024,Chennai,Groceries,Bread,9,46
481,13-03-2024,Kolkata,Groceries,Milk,9,75
482,17-01-2024,Mumbai,Electronics,Headphones,3,3641
